Subj,CC,trial,Q,F,P,Pword,Item,rt,Score
S46,cc6,288,clr,LF,rel,fragile,BREAK,554,C
S46,cc6,289,clr,NW,unr,icing,CONTRANAIM,818,C
S46,cc6,290,deg,LF,rel,carrots,BUNNY,656,C
S46,cc6,291,deg,NW,unr,singer,PROWAMP,713,C
S46,cc6,292,clr,NW,unr,spook,INTHID,610,C
S46,cc6,293,clr,LF,rel,anxiety,NERVOUS,518,C
S46,cc6,294,clr,LF,unr,dungeon,BREAD,998,C
S46,cc6,295,clr,NW,unr,risk,DIPER,661,C
S46,cc6,296,deg,HF,unr,scout,COUNTRY,596,C
S46,cc6,297,deg,NW,unr,dislike,TORM,932,C
S46,cc6,298,clr,HF,unr,journal,BEAR,551,C
S46,cc6,299,deg,NW,unr,kitten,SARPS,768,C
S46,cc6,300,deg,NW,unr,hate,FRID,851,C
S46,cc6,301,clr,LF,rel,spade,CARDS,533,C
S46,cc6,302,clr,LF,unr,plead,DUMB,793,C
S46,cc6,303,clr,NW,unr,beach,VARD,609,C
S46,cc6,304,clr,NW,unr,dress,MUCTS,1284,C
S46,cc6,305,deg,NW,unr,finish,UNCHIM,624,C
S46,cc6,306,deg,NW,unr,cough,GEENER,804,C
S46,cc6,307,deg,NW,unr,coke,SELP,1359,C
S46,cc6,308,clr,NW,unr,heel,PAIME,552,C
S46,cc6,309,deg,HF,unr,late,LIKE,896,C
S46,cc6,310,deg,LF,unr,cobra,SLIMY,971,C
S46,cc6,311,clr,LF,unr,juggler,UGLY,646,C
S46,cc6,312,deg,LF,rel,wisdom,SMART,609,C
S46,cc6,313,clr,LF,rel,warmth,HEAT,629,C
S46,cc6,314,clr,NW,unr,launch,HORME,810,C
S46,cc6,315,deg,LF,unr,gain,HINT,774,C
S46,cc6,316,deg,NW,unr,sugar,MAND,856,C
S46,cc6,317,clr,NW,unr,future,REGEEP,812,C
S46,cc6,318,clr,NW,unr,ghost,WOATER,1382,C
S46,cc6,319,deg,HF,unr,south,RIDE,612,C
S46,cc6,320,deg,NW,unr,toad,WINT,615,C
S46,cc6,321,deg,LF,rel,toaster,OVEN,587,C
S46,cc6,322,deg,HF,unr,counsel,FLOOR,711,C
S46,cc6,323,clr,NW,unr,ease,EXVAIM,656,C
S46,cc6,324,deg,NW,unr,stove,UNBERM,699,C
S46,cc6,325,deg,HF,rel,voice,SOUND,592,C
S46,cc6,326,clr,NW,unr,movie,WOILY,625,C
S46,cc6,327,deg,HF,rel,knock,DOOR,519,C
S46,cc6,328,deg,LF,rel,barrier,REEF,824,C
S46,cc6,329,deg,NW,unr,brandy,TRANSHORD,741,C
S46,cc6,330,deg,NW,unr,mammal,SORN,866,C
S46,cc6,331,clr,NW,unr,plain,DANDEL,616,C
S46,cc6,332,clr,NW,unr,step,PAFTER,652,C
S46,cc6,333,clr,NW,unr,fill,PORM,631,C
S46,cc6,334,clr,NW,unr,magic,SUBDOOP,734,C
S46,cc6,335,deg,NW,unr,artery,VACER,681,C
S46,cc6,336,deg,HF,rel,complex,HARD,634,C
S46,cc6,337,clr,HF,rel,core,CENTER,527,C
S46,cc6,338,deg,LF,rel,omelet,EGGS,626,C
S46,cc6,339,clr,LF,unr,barrel,NAVY,471,C
S46,cc6,340,deg,HF,unr,guest,FIGHT,672,C
S46,cc6,341,deg,LF,rel,yarn,WOOL,543,C
S46,cc6,342,clr,LF,rel,melody,TUNE,501,C
S46,cc6,343,deg,NW,unr,beer,LURB,676,C
S46,cc6,344,deg,LF,unr,walrus,GUILT,547,C
S46,cc6,345,deg,NW,unr,square,REMOLKS,696,C
S46,cc6,346,deg,LF,rel,hawk,EAGLE,526,C
S46,cc6,347,deg,HF,rel,squad,POLICE,706,C
S46,cc6,348,clr,NW,unr,seek,VORD,648,C
S46,cc6,349,clr,HF,unr,beam,TIRED,531,C
S46,cc6,350,deg,LF,unr,panther,SOUR,630,C
S46,cc6,351,clr,LF,rel,flannel,SHIRT,539,C
S46,cc6,352,deg,LF,rel,oval,ROUND,690,C
S46,cc6,353,deg,HF,rel,brave,STRONG,627,C
S46,cc6,354,clr,LF,rel,spider,INSECT,601,C
S46,cc6,355,clr,NW,unr,rhythm,FAFT,649,C
S46,cc6,356,deg,LF,rel,uniform,NURSE,598,C
S46,cc6,357,deg,NW,unr,alcohol,OVERBLAPS,868,C
S46,cc6,358,deg,NW,unr,boots,DERON,826,C
S46,cc6,359,clr,NW,unr,frame,FARDED,1193,C
S46,cc6,360,deg,NW,unr,cape,EXMIRD,817,C
S46,cc6,361,deg,HF,unr,cuddle,WRITE,623,C
S46,cc6,362,clr,NW,unr,shelter,CATHE,740,C
S46,cc6,363,clr,LF,unr,buckle,THIEF,867,C
S46,cc6,364,deg,NW,unr,worth,VAKER,616,C
S46,cc6,365,deg,HF,rel,strand,HAIR,603,C
S46,cc6,366,clr,LF,rel,ritual,HABIT,524,C
S46,cc6,367,deg,NW,unr,horror,HISHES,763,C
S46,cc6,368,clr,HF,rel,stair,CASE,652,C
S46,cc6,369,clr,NW,unr,sight,JIOT,535,C
S46,cc6,370,clr,NW,unr,boat,VIRMER,586,C
S46,cc6,371,deg,LF,rel,crops,CORN,583,C
S46,cc6,372,deg,NW,unr,baby,GIREN,550,C
S46,cc6,373,clr,NW,unr,foot,DORNER,907,C
S46,cc6,374,deg,LF,rel,seam,PANTS,648,C
S46,cc6,375,clr,NW,unr,choose,INTERMIET,596,C
S46,cc6,376,deg,NW,unr,drunk,STAPEL,548,E
S46,cc6,377,clr,NW,unr,ivory,PIDER,1477,C
S46,cc6,378,clr,NW,unr,protect,MIAL,821,C
S46,cc6,379,clr,NW,unr,plate,AJURD,611,C
S46,cc6,380,clr,HF,rel,exhale,BREATH,614,C
S46,cc6,381,deg,NW,unr,violet,ABDESS,1176,C
S46,cc6,382,deg,NW,unr,male,BOAFE,923,C
S46,cc6,383,clr,NW,unr,used,ANTIPOLD,1084,C
S46,cc6,384,deg,LF,unr,crumb,FORGIVE,958,C
S46,cc6,385,clr,LF,unr,noisy,THREAD,645,C
S46,cc6,386,clr,HF,rel,smash,DESTROY,639,C
S46,cc6,387,clr,LF,unr,pardon,CAKE,504,C
S46,cc6,388,deg,HF,rel,logic,THINK,550,C
S46,cc6,389,clr,NW,unr,alike,BURFED,619,C
S46,cc6,390,clr,NW,unr,clove,JAMPER,657,C
S46,cc6,391,deg,HF,rel,bench,SEAT,639,C
S46,cc6,392,deg,HF,rel,lodge,HOTEL,567,C
S46,cc6,393,deg,NW,unr,stud,JACE,626,C
S46,cc6,394,deg,HF,unr,hike,LIQUID,600,C
S46,cc6,395,deg,LF,rel,pigeon,BIRD,631,C
S46,cc6,396,deg,NW,unr,sing,NAMPED,673,C
S46,cc6,397,deg,NW,unr,munch,NOOPS,703,C
S46,cc6,398,deg,LF,unr,prime,WASH,725,C
S46,cc6,399,clr,NW,unr,wallet,FRAGER,738,C
S46,cc6,400,clr,HF,unr,appeal,NIGHT,527,C
S46,cc6,401,clr,HF,unr,nephew,READ,625,C
S46,cc6,402,clr,HF,unr,handle,PLANE,583,C
S46,cc6,403,deg,LF,unr,captive,JACKET,710,C
S46,cc6,404,clr,NW,unr,cracker,VIRED,666,C
S46,cc6,405,clr,HF,rel,meaning,REASON,552,C
S46,cc6,406,deg,NW,unr,sketch,FANTOM,576,C
S46,cc6,407,deg,LF,rel,croak,FROG,860,C
S46,cc6,408,deg,NW,unr,clam,GLIM,738,C
S46,cc6,409,deg,NW,unr,razor,NIDE,1086,C
S46,cc6,410,clr,HF,unr,ideal,HANDS,642,C
S46,cc6,411,deg,NW,unr,measure,PRENITY,1194,C
S46,cc6,412,deg,LF,unr,graft,DUCK,834,C
S46,cc6,413,deg,LF,unr,stale,JAIL,788,C
S46,cc6,414,deg,HF,rel,some,MANY,729,C
S46,cc6,415,deg,NW,unr,solid,HERME,628,C
S46,cc6,416,deg,HF,rel,gender,FEMALE,681,C
S46,cc6,417,clr,NW,unr,middle,SUBRUCT,938,C
S46,cc6,418,deg,NW,unr,sail,WIET,640,C
S46,cc6,419,deg,NW,unr,pond,BAGES,1368,C
S46,cc6,420,clr,NW,unr,where,NENTS,642,C
S46,cc6,421,clr,LF,unr,famine,STAMP,523,C
S46,cc6,422,clr,LF,rel,ounce,PINT,523,C
S46,cc6,423,deg,NW,unr,tooth,MUELED,572,C
S46,cc6,424,clr,NW,unr,sharp,VABY,647,C
S46,cc6,425,clr,NW,unr,pool,JASHES,593,C
S46,cc6,426,clr,LF,unr,dump,HANGER,611,C
S46,cc6,427,deg,HF,unr,pilot,CARE,774,C
S46,cc6,428,clr,HF,rel,decide,KNOW,520,C
S46,cc6,429,clr,LF,rel,force,PUSH,552,C
S46,cc6,430,deg,NW,unr,slither,SOOFS,641,C
S46,cc6,431,clr,NW,unr,blouse,DEST,841,C
S46,cc6,432,clr,NW,unr,knob,REET,649,C
S46,cc6,433,clr,HF,rel,pack,BACK,695,C
S46,cc6,434,deg,HF,unr,alley,GRASS,619,C
S46,cc6,435,deg,LF,rel,offend,HURT,592,C
S46,cc6,436,clr,HF,rel,bring,TAKE,482,C
S46,cc6,437,deg,LF,rel,robe,BATH,490,C
S46,cc6,438,deg,HF,unr,shadow,FRONT,869,C
S46,cc6,439,clr,NW,unr,saltine,PROGOLLS,715,C
S46,cc6,440,clr,HF,unr,side,DARK,642,C
S46,cc6,441,deg,NW,unr,full,MESTED,779,C
S46,cc6,442,clr,LF,unr,destiny,FISH,544,C
S46,cc6,443,deg,NW,unr,piece,SUBVURD,742,C
S46,cc6,444,clr,HF,unr,outcome,BOARD,533,C
S46,cc6,445,deg,NW,unr,meeting,SEEF,744,C
S46,cc6,446,clr,NW,unr,penny,POAL,789,C
S46,cc6,447,deg,HF,unr,brief,TELL,618,C
S46,cc6,448,deg,NW,unr,neat,DURFER,592,C
S46,cc6,449,deg,LF,unr,foolish,GUILTY,673,C
S46,cc6,450,clr,NW,unr,flask,SEMINART,769,C
S46,cc6,451,deg,LF,unr,pear,SODA,772,C
S46,cc6,452,deg,NW,unr,algebra,HISE,678,C
S46,cc6,453,deg,NW,unr,boring,TICED,648,C
S46,cc6,454,clr,NW,unr,lose,TRANSVAME,642,C
S46,cc6,455,clr,NW,unr,place,VELLS,586,C
S46,cc6,456,clr,NW,unr,clue,HOMPS,617,C
S46,cc6,457,clr,NW,unr,harsh,OVERWEEF,892,C
S46,cc6,458,deg,NW,unr,desert,REJATHED,790,C
S46,cc6,459,deg,HF,rel,pause,STOP,524,C
S46,cc6,460,deg,NW,unr,racket,BAVE,2111,C
S46,cc6,461,deg,NW,unr,robber,DERD,639,C
S46,cc6,462,clr,HF,rel,costume,PARTY,680,C
S46,cc6,463,clr,NW,unr,explode,MEERS,633,C
S46,cc6,464,clr,HF,unr,fact,MOUTH,912,C
S46,cc6,465,clr,HF,rel,compass,POINT,768,C
S46,cc6,466,clr,HF,unr,mayor,COLD,659,C
S46,cc6,467,deg,NW,unr,funny,HIFT,786,C
S46,cc6,468,clr,NW,unr,find,HEAN,600,C
S46,cc6,469,deg,NW,unr,neck,FELD,839,C
S46,cc6,470,deg,LF,rel,paste,STICKY,615,C
S46,cc6,471,clr,LF,rel,impact,CRASH,732,C
S46,cc6,472,clr,NW,unr,stain,SACE,661,C
S46,cc6,473,clr,LF,unr,quail,SKIN,548,C
S46,cc6,474,clr,NW,unr,judge,DIATHED,586,C
S46,cc6,475,clr,LF,rel,wedding,BELL,551,C
S46,cc6,476,deg,HF,rel,blaze,FIRE,879,C
S46,cc6,477,deg,LF,unr,scallop,TEAR,552,C
S46,cc6,478,clr,LF,unr,symbol,BLADE,831,C
S46,cc6,479,clr,LF,unr,subtle,WEIGHT,865,C
S46,cc6,480,clr,NW,unr,punish,UNHURF,758,C
S47,cc7,1,deg,NW,unr,clove,SARTED,1211,E
S47,cc7,2,deg,LF,unr,send,PUPPY,769,C
S47,cc7,3,deg,LF,rel,symbol,SIGN,725,C
S47,cc7,4,deg,LF,unr,fury,BREAK,672,C
S47,cc7,5,clr,NW,unr,grizzly,ROOR,1247,C
S47,cc7,6,clr,NW,unr,eternal,BIRES,1492,C
S47,cc7,7,deg,NW,unr,correct,HILK,2085,E
S47,cc7,8,clr,NW,unr,sugar,FAFT,1115,C
S47,cc7,9,clr,HF,unr,glove,FEMALE,753,C
S47,cc7,10,deg,HF,rel,gate,OPEN,595,C
S47,cc7,11,clr,NW,unr,dark,NOAL,1108,C
S47,cc7,12,clr,NW,unr,calm,GRUMS,1128,C
S47,cc7,13,clr,NW,unr,hoop,BRIPED,1796,C
S47,cc7,14,clr,HF,rel,lips,MOUTH,709,C
S47,cc7,15,deg,HF,unr,domain,LEAD,1322,C
S47,cc7,16,clr,HF,unr,bring,HAIR,842,C
S47,cc7,17,clr,LF,rel,tuna,FISH,635,C
S47,cc7,18,deg,LF,rel,pickle,SOUR,1058,C
S47,cc7,19,deg,NW,unr,death,VELP,1136,C
S47,cc7,20,deg,NW,unr,inhale,DISBAMP,1341,C
S47,cc7,21,deg,HF,unr,blaze,CHANGE,802,C
S47,cc7,22,deg,HF,unr,gender,HAND,809,C
S47,cc7,23,deg,NW,unr,harsh,POSTSIRM,1526,C
S47,cc7,24,deg,NW,unr,find,NADER,865,C
S47,cc7,25,deg,HF,rel,justice,PEACE,757,C
S47,cc7,26,clr,NW,unr,full,LORKED,1159,C
S47,cc7,27,clr,NW,unr,sleep,AJURD,2086,C
S47,cc7,28,clr,NW,unr,husk,NIFTS,1666,C
S47,cc7,29,clr,HF,rel,prove,SHOW,665,C
S47,cc7,30,deg,HF,unr,voice,CASE,1109,C
S47,cc7,31,deg,NW,unr,apology,DOMP,1180,C
S47,cc7,32,deg,LF,rel,buckle,SHOE,1042,C
S47,cc7,33,deg,HF,rel,fact,FIGURE,1131,C
S47,cc7,34,deg,LF,rel,mints,CANDY,628,C
S47,cc7,35,clr,NW,unr,sing,FONGE,874,C
S47,cc7,36,deg,HF,unr,squad,REASON,835,C
S47,cc7,37,deg,NW,unr,dead,MESTED,1204,C
S47,cc7,38,clr,NW,unr,atom,BURFED,1183,C
S47,cc7,39,deg,NW,unr,ivory,CAID,1493,C
S47,cc7,40,clr,NW,unr,whiskey,SUBRUCT,1928,C
S47,cc7,41,clr,NW,unr,male,GLEDER,1778,C
S47,cc7,42,clr,LF,unr,mussel,BANANA,689,C
S47,cc7,43,deg,HF,rel,mark,SPOT,1092,C
S47,cc7,44,deg,HF,unr,brave,HEAD,839,C
S47,cc7,45,deg,NW,unr,closet,TRANSHORD,1607,C
S47,cc7,46,clr,LF,rel,foolish,DUMB,1075,C
S47,cc7,47,deg,LF,rel,hope,GLORY,660,C
S47,cc7,48,clr,LF,unr,force,EGGS,976,C
S47,cc7,49,deg,NW,unr,fingers,TRIVEEF,858,C
S47,cc7,50,clr,NW,unr,solid,DIATHED,959,C
S47,cc7,51,deg,NW,unr,worn,TODELL,1000,C
S47,cc7,52,deg,NW,unr,shelter,PROWAMP,1337,C
S47,cc7,53,clr,LF,unr,orchid,OVEN,607,C
S47,cc7,54,clr,HF,unr,steam,SORRY,769,C
S47,cc7,55,clr,LF,unr,mask,PANTS,644,C
S47,cc7,56,clr,NW,unr,sketch,SEMINART,1088,C
S47,cc7,57,clr,LF,unr,liar,DONKEY,755,C
S47,cc7,58,clr,HF,rel,frost,COLD,690,C
S47,cc7,59,clr,NW,unr,tooth,SACE,949,C
S47,cc7,60,deg,NW,unr,trash,NAMPED,875,C
S47,cc7,61,deg,NW,unr,alive,GOIL,932,C
S47,cc7,62,deg,NW,unr,icing,PORDLY,1255,C
S47,cc7,63,deg,NW,unr,lump,REJONG,1339,C
S47,cc7,64,clr,HF,rel,century,YEAR,561,C
S47,cc7,65,clr,NW,unr,rabbit,BLIDE,1239,C
S47,cc7,66,clr,NW,unr,baby,DIPER,585,E
S47,cc7,67,deg,LF,rel,juggler,VEIN,833,C
S47,cc7,68,deg,NW,unr,future,GLIPS,961,C
S47,cc7,69,deg,LF,rel,destiny,GOAL,1114,C
S47,cc7,70,deg,NW,unr,house,ABDESS,834,C
S47,cc7,71,deg,HF,unr,gray,BREATH,1123,C
S47,cc7,72,deg,NW,unr,college,BERE,1018,C
S47,cc7,73,deg,NW,unr,sight,DERD,1250,C
S47,cc7,74,deg,HF,unr,stem,WORD,756,C
S47,cc7,75,deg,NW,unr,drawing,FARPER,948,C
S47,cc7,76,clr,NW,unr,meeting,VARD,1291,C
S47,cc7,77,clr,HF,unr,loop,SPACE,741,C
S47,cc7,78,clr,LF,rel,outlaw,COWBOY,1346,C
S47,cc7,79,deg,LF,rel,rinse,WASH,809,C
S47,cc7,80,clr,HF,rel,dock,BOAT,868,C
S47,cc7,81,clr,HF,rel,late,NIGHT,650,C
S47,cc7,82,deg,LF,unr,crops,ROCKET,853,C
S47,cc7,83,deg,NW,unr,thirst,TORM,807,C
S47,cc7,84,clr,NW,unr,chair,INTERMIET,1074,C
S47,cc7,85,deg,HF,rel,parent,FATHER,818,C
S47,cc7,86,clr,NW,unr,village,NAKE,1009,C
S47,cc7,87,deg,HF,rel,outcome,FINAL,693,C
S47,cc7,88,deg,LF,rel,snail,SLIMY,1286,C
S47,cc7,89,deg,NW,unr,punish,DIATOOF,1011,C
S47,cc7,90,clr,HF,unr,pack,FACE,614,C
S47,cc7,91,deg,HF,rel,pour,LIQUID,807,C
S47,cc7,92,clr,HF,unr,scalp,STRONG,850,C
S47,cc7,93,deg,NW,unr,clue,WINT,1126,C
S47,cc7,94,deg,LF,rel,grain,SAND,593,C
S47,cc7,95,clr,HF,unr,stair,SOUND,578,C
S47,cc7,96,deg,LF,rel,squeak,MOUSE,559,C
S47,cc7,97,deg,HF,rel,moment,SECOND,911,C
S47,cc7,98,deg,HF,rel,hose,WATER,639,C
S47,cc7,99,deg,LF,rel,vest,JACKET,536,C
S47,cc7,100,deg,NW,unr,danger,HOAFER,795,C
S47,cc7,101,deg,NW,unr,stub,SELP,898,C
S47,cc7,102,deg,NW,unr,moon,DERON,784,C
S47,cc7,103,clr,LF,unr,grove,NURSE,647,C
S47,cc7,104,clr,LF,rel,cliff,HANGER,945,C
S47,cc7,105,deg,HF,rel,side,FRONT,550,C
S47,cc7,106,clr,NW,unr,skinny,ABLERM,608,C
S47,cc7,107,deg,NW,unr,turtle,TIET,770,C
S47,cc7,108,deg,HF,rel,ideal,BEST,550,C
S47,cc7,109,deg,LF,unr,trench,NERVOUS,654,C
S47,cc7,110,deg,HF,rel,town,COUNTRY,569,C
S47,cc7,111,deg,NW,unr,learn,SORN,676,C
S47,cc7,112,clr,NW,unr,quiet,FARDED,884,C
S47,cc7,113,clr,HF,unr,since,STOP,639,C
S47,cc7,114,clr,HF,rel,cuddle,BEAR,584,C
S47,cc7,115,deg,NW,unr,person,RESATH,726,C
S47,cc7,116,deg,NW,unr,past,UNCHIM,624,C
S47,cc7,117,clr,NW,unr,early,FRAGER,934,C
S47,cc7,118,deg,HF,rel,through,DONE,1177,C
S47,cc7,119,clr,NW,unr,perfume,PORM,1325,C
S47,cc7,120,clr,NW,unr,funny,TELD,1375,C
S47,cc7,121,deg,LF,unr,scary,HEAT,715,C
S47,cc7,122,deg,NW,unr,lose,LURB,739,C
S47,cc7,123,deg,HF,rel,much,MORE,576,C
S47,cc7,124,deg,NW,unr,saltine,DEBIRT,810,C
S47,cc7,125,deg,HF,rel,marble,FLOOR,790,C
S47,cc7,126,deg,NW,unr,blouse,BAVE,732,C
S47,cc7,127,clr,NW,unr,racket,DEST,887,C
S47,cc7,128,deg,NW,unr,spice,NONWAIM,818,C
S47,cc7,129,clr,HF,unr,smash,HARD,927,C
S47,cc7,130,clr,NW,unr,alcohol,ROFT,644,C
S47,cc7,131,deg,LF,unr,tarnish,SHINE,750,C
S47,cc7,132,clr,LF,rel,reel,POLE,844,C
S47,cc7,133,clr,NW,unr,sparrow,WELME,668,C
S47,cc7,134,clr,LF,rel,prime,RIBS,682,C
S47,cc7,135,clr,NW,unr,lonely,NEEK,1049,C
S47,cc7,136,clr,NW,unr,exam,JAMPER,917,C
S47,cc7,137,clr,HF,rel,private,ALONE,582,C
S47,cc7,138,clr,NW,unr,abuse,PIDER,802,C
S47,cc7,139,clr,LF,rel,scar,UGLY,604,C
S47,cc7,140,deg,HF,unr,retain,GAMBLE,831,C
S47,cc7,141,deg,LF,unr,toaster,FLOWER,783,C
S47,cc7,142,deg,NW,unr,golf,NOOPS,675,C
S47,cc7,143,clr,NW,unr,last,UNHURF,660,C
S47,cc7,144,deg,HF,rel,examine,STUDY,547,C
S47,cc7,145,deg,HF,unr,knock,LIFE,629,C
S47,cc7,146,clr,NW,unr,cough,VIRED,619,C
S47,cc7,147,clr,NW,unr,nest,VARED,594,C
S47,cc7,148,deg,NW,unr,kind,BOAFE,802,C
S47,cc7,149,clr,NW,unr,liver,BOULER,794,C
S47,cc7,150,deg,HF,unr,strand,TAKE,530,C
S47,cc7,151,clr,NW,unr,boring,DORNER,613,C
S47,cc7,152,deg,HF,unr,bench,POINT,585,C
S47,cc7,153,deg,NW,unr,value,UNFERO,551,C
S47,cc7,154,clr,HF,unr,reality,DOOR,686,C
S47,cc7,155,clr,NW,unr,drug,HESTEL,561,C
S47,cc7,156,clr,HF,unr,routine,PEOPLE,521,C
S47,cc7,157,clr,NW,unr,coral,DISMONG,619,C
S47,cc7,158,deg,LF,rel,noisy,LOUD,607,C
S47,cc7,159,deg,NW,unr,gentle,GLIDEL,610,C
S47,cc7,160,clr,NW,unr,violet,GOUPER,742,C
S47,cc7,161,clr,NW,unr,cash,HITY,1347,C
S47,cc7,162,deg,HF,unr,bush,PARTY,537,C
S47,cc7,163,clr,NW,unr,stud,DIAKOME,879,C
S47,cc7,164,deg,NW,unr,game,FLIMER,1447,C
S47,cc7,165,deg,LF,unr,yarn,JUICE,738,C
S47,cc7,166,deg,HF,unr,storage,CIRCLE,912,C
S47,cc7,167,deg,HF,unr,society,SAME,609,C
S47,cc7,168,clr,NW,unr,wasted,VABY,643,C
S47,cc7,169,deg,NW,unr,flask,FANTOM,862,E
S47,cc7,170,deg,NW,unr,lobster,WOINS,878,C
S47,cc7,171,clr,LF,rel,thimble,THREAD,680,C
S47,cc7,172,clr,NW,unr,phase,REBINT,663,C
S47,cc7,173,deg,NW,unr,frame,TERE,1012,C
S47,cc7,174,clr,NW,unr,munch,PROMELP,1225,C
S47,cc7,175,clr,LF,rel,haunt,SCARE,597,C
S47,cc7,176,deg,LF,rel,dungeon,JAIL,582,C
S47,cc7,177,clr,NW,unr,toad,HOMPS,756,C
S47,cc7,178,deg,LF,unr,offend,TUNE,1092,C
S47,cc7,179,deg,LF,unr,stingy,MATH,775,C
S47,cc7,180,deg,HF,rel,brawl,FIGHT,538,C
S47,cc7,181,deg,HF,rel,meadow,GRASS,560,C
S47,cc7,182,deg,NW,unr,brush,GAKER,873,C
S47,cc7,183,clr,NW,unr,poise,EXVAIM,737,C
S47,cc7,184,clr,LF,unr,impact,REEF,766,E
S47,cc7,185,deg,NW,unr,knob,ENSUCT,1258,C
S47,cc7,186,clr,HF,rel,guest,FRIEND,528,C
S47,cc7,187,deg,HF,unr,theory,HORSE,595,C
S47,cc7,188,deg,LF,rel,shame,GUILT,594,C
S47,cc7,189,clr,LF,rel,latch,LOCK,723,C
S47,cc7,190,deg,NW,unr,soar,VAKER,715,C
S47,cc7,191,clr,NW,unr,avenue,OVERWEEF,1523,C
S47,cc7,192,clr,HF,unr,package,WHITE,576,C
S47,cc7,193,clr,NW,unr,coke,TILKER,809,C
S47,cc7,194,deg,NW,unr,spook,CORTED,1059,E
S47,cc7,195,deg,NW,unr,fishing,HIFT,794,C
S47,cc7,196,deg,NW,unr,explode,DATHE,1089,C
S47,cc7,197,clr,NW,unr,helium,GINED,805,C
S47,cc7,198,clr,NW,unr,pond,FANDER,816,C
S47,cc7,199,clr,NW,unr,stage,MIAL,1547,C
S47,cc7,200,deg,LF,unr,uniform,ORANGE,809,C
S47,cc7,201,clr,NW,unr,measure,HOLKS,645,C
S47,cc7,202,deg,NW,unr,wallet,UNJEED,1311,C
S47,cc7,203,deg,NW,unr,liberty,REMOLKS,847,C
S47,cc7,204,deg,HF,unr,must,CENTER,691,C
S47,cc7,205,deg,HF,rel,granite,STONE,631,C
S47,cc7,206,clr,NW,unr,singer,CATHE,766,C
S47,cc7,207,clr,LF,rel,panther,TIGER,610,C
S47,cc7,208,deg,HF,unr,pause,WHEN,708,C
S47,cc7,209,clr,NW,unr,receive,FOKEL,730,C
S47,cc7,210,deg,LF,unr,drum,RUBBER,789,C
S47,cc7,211,deg,HF,rel,plow,FIELD,714,C
S47,cc7,212,clr,LF,unr,thaw,TRAIN,659,C
S47,cc7,213,clr,HF,rel,counsel,HELP,752,C
S47,cc7,214,deg,LF,rel,daring,BRAVE,1153,C
S47,cc7,215,deg,LF,rel,famine,HUNGER,610,C
S47,cc7,216,clr,NW,unr,slither,KOOF,740,C
S47,cc7,217,clr,LF,rel,scallop,SEAFOOD,611,C
S47,cc7,218,clr,LF,rel,stale,BREAD,613,C
S47,cc7,219,deg,HF,unr,mirage,PULL,647,C
S47,cc7,220,deg,LF,rel,subtle,HINT,596,C
S47,cc7,221,deg,NW,unr,fangs,PRALE,867,C
S47,cc7,222,clr,HF,rel,tank,ARMY,761,C
S47,cc7,223,deg,NW,unr,plate,DORTER,793,C
S47,cc7,224,clr,NW,unr,ball,VACK,769,C
S47,cc7,225,deg,LF,unr,snorkel,SHIRT,661,C
S47,cc7,226,deg,NW,unr,song,GORT,1139,C
S47,cc7,227,deg,NW,unr,middle,FASHIN,1009,C
S47,cc7,228,deg,NW,unr,bacon,OVERBLAPS,2115,C
S47,cc7,229,clr,LF,rel,waves,OCEAN,531,C
S47,cc7,230,clr,HF,unr,vanish,MEAN,568,C
S47,cc7,231,deg,NW,unr,ghost,RERN,1011,C
S47,cc7,232,clr,LF,unr,ritual,ROUND,533,C
S47,cc7,233,clr,NW,unr,lion,TRANSVEEM,696,C
S47,cc7,234,deg,NW,unr,fill,MEROT,875,C
S47,cc7,235,clr,NW,unr,sheep,PAFTER,835,C
S47,cc7,236,deg,NW,unr,rock,MIPER,1187,C
S47,cc7,237,deg,NW,unr,heel,VEEP,729,C
S47,cc7,238,clr,NW,unr,piece,ANTIVORM,1205,C
S47,cc7,239,deg,LF,unr,robe,PURPLE,608,C
S47,cc7,240,clr,LF,rel,seal,STAMP,611,C
S47,cc7,241,deg,NW,unr,launch,GLIM,1207,C
S47,cc7,242,deg,NW,unr,cement,HISHES,930,C
S47,cc7,243,clr,HF,unr,meaning,POLICE,950,C
S47,cc7,244,clr,HF,rel,novel,READ,682,C
S47,cc7,245,clr,NW,unr,virtue,HICE,699,C
S47,cc7,246,deg,HF,unr,some,KNOW,561,C
S47,cc7,247,clr,LF,unr,curse,SHOWER,553,C
S47,cc7,248,deg,LF,rel,pardon,FORGIVE,561,C
S47,cc7,249,deg,NW,unr,foot,TICED,602,C
S47,cc7,250,deg,LF,rel,polite,NICE,522,C
S47,cc7,251,clr,LF,unr,spider,FROG,635,C
S47,cc7,252,clr,NW,unr,desert,TORD,770,C
S47,cc7,253,deg,NW,unr,choose,UNSOADER,982,C
S47,cc7,254,clr,NW,unr,minute,WOATER,932,C
S47,cc7,255,deg,NW,unr,risk,GIREN,758,C
S47,cc7,256,clr,NW,unr,chalk,DEFITY,1207,C
S47,cc7,257,clr,HF,rel,donor,GIVE,546,C
S47,cc7,258,clr,HF,rel,problem,ANSWER,503,C
S47,cc7,259,clr,NW,unr,square,TRUDE,677,C
S47,cc7,260,deg,NW,unr,pain,NIRT,678,C
S47,cc7,261,clr,HF,rel,shadow,DARK,518,C
S47,cc7,262,deg,NW,unr,desire,SOOFS,519,C
