Subj,Item,trial,Freq,Prime,Qlty,lagQlty,lagTrgt,rt,F,P,Q,lQ,lT,rrt,trial.c
S47,STORM,349,low,unrelated,clear,degraded,nonword,580,1,1,-1,1,1,-1.7241379310344827,109
S47,SILVER,350,low,unrelated,clear,clear,word,1009,1,1,-1,-1,-1,-0.9910802775024777,110
S47,HOLD,351,high,unrelated,clear,clear,word,676,-1,1,-1,-1,-1,-1.4792899408284024,111
S47,HAVE,354,high,unrelated,clear,degraded,nonword,585,-1,1,-1,1,1,-1.7094017094017093,114
S47,THINK,357,high,unrelated,clear,clear,nonword,508,-1,1,-1,-1,1,-1.968503937007874,117
S47,GONE,358,high,unrelated,degraded,clear,word,585,-1,1,1,-1,-1,-1.7094017094017093,118
S47,BIRD,359,low,unrelated,clear,degraded,word,567,1,1,-1,1,-1,-1.763668430335097,119
S47,MAKE,362,high,related,clear,degraded,nonword,536,-1,-1,-1,1,1,-1.8656716417910448,122
S47,RIDE,367,high,related,degraded,clear,nonword,816,-1,-1,1,-1,1,-1.2254901960784315,127
S47,PUSH,369,low,unrelated,degraded,clear,nonword,777,1,1,1,-1,1,-1.287001287001287,129
S47,KING,370,low,related,clear,degraded,word,637,1,-1,-1,1,-1,-1.5698587127158556,130
S47,WEST,373,high,related,clear,clear,nonword,472,-1,-1,-1,-1,1,-2.1186440677966103,133
S47,VAMPIRE,375,low,related,clear,degraded,nonword,947,1,-1,-1,1,1,-1.0559662090813093,135
S47,MELT,376,low,unrelated,degraded,clear,word,1065,1,1,1,-1,-1,-0.9389671361502347,136
S47,WITCH,377,low,unrelated,degraded,degraded,word,710,1,1,1,1,-1,-1.408450704225352,137
S47,JOKE,379,low,unrelated,degraded,degraded,nonword,689,1,1,1,1,1,-1.4513788098693758,139
S47,TIRED,381,high,related,clear,clear,nonword,674,-1,-1,-1,-1,1,-1.4836795252225519,141
S47,TELL,382,high,related,degraded,clear,word,1443,-1,-1,1,-1,-1,-0.693000693000693,142
S47,SODA,387,low,related,degraded,clear,nonword,562,1,-1,1,-1,1,-1.7793594306049823,147
S47,RULER,388,low,unrelated,degraded,degraded,word,651,1,1,1,1,-1,-1.5360983102918586,148
S47,HURT,390,low,unrelated,clear,degraded,nonword,572,1,1,-1,1,1,-1.7482517482517483,150
S47,SWIM,395,low,unrelated,clear,degraded,nonword,637,1,1,-1,1,1,-1.5698587127158556,155
S47,FIRE,398,high,unrelated,clear,clear,nonword,710,-1,1,-1,-1,1,-1.408450704225352,158
S47,ANGER,401,low,unrelated,clear,degraded,nonword,595,1,1,-1,1,1,-1.680672268907563,161
S47,SEAT,402,high,unrelated,clear,clear,word,673,-1,1,-1,-1,-1,-1.485884101040119,162
S47,WEIGHT,403,low,related,clear,clear,word,578,1,-1,-1,-1,-1,-1.7301038062283738,163
S47,LIKE,404,high,related,degraded,clear,word,1056,-1,-1,1,-1,-1,-0.946969696969697,164
S47,FINGER,405,high,related,clear,degraded,word,1116,-1,-1,-1,1,-1,-0.8960573476702509,165
S47,FRUIT,407,low,related,clear,degraded,nonword,654,1,-1,-1,1,1,-1.529051987767584,167
S47,CAKE,408,low,related,clear,clear,word,682,1,-1,-1,-1,-1,-1.466275659824047,168
S47,LONG,410,high,unrelated,clear,clear,nonword,624,-1,1,-1,-1,1,-1.6025641025641026,170
S47,PLANT,416,high,unrelated,clear,degraded,nonword,552,-1,1,-1,1,1,-1.8115942028985508,176
S47,SMOKE,418,high,unrelated,degraded,clear,nonword,579,-1,1,1,-1,1,-1.7271157167530224,178
S47,GARBAGE,419,low,related,degraded,degraded,word,593,1,-1,1,1,-1,-1.6863406408094435,179
S47,CARDS,420,low,unrelated,degraded,degraded,word,576,1,1,1,1,-1,-1.7361111111111112,180
S47,SHORT,422,high,related,clear,clear,nonword,562,-1,-1,-1,-1,1,-1.7793594306049823,182
S47,PINT,423,low,unrelated,degraded,clear,word,826,1,1,1,-1,-1,-1.2106537530266344,183
S47,MANY,426,high,unrelated,clear,clear,nonword,532,-1,1,-1,-1,1,-1.8796992481203008,186
S47,EAGLE,429,low,unrelated,clear,degraded,nonword,766,1,1,-1,1,1,-1.3054830287206267,189
S47,SCHOOL,432,high,unrelated,degraded,degraded,nonword,581,-1,1,1,1,1,-1.721170395869191,192
S47,BLUE,434,high,unrelated,degraded,degraded,word,561,-1,1,1,1,-1,-1.7825311942959001,194
S47,SNAKE,436,low,related,clear,clear,nonword,552,1,-1,-1,-1,1,-1.8115942028985508,196
S47,HOSTAGE,437,low,related,clear,clear,word,688,1,-1,-1,-1,-1,-1.4534883720930232,197
S47,VISION,439,high,unrelated,clear,clear,nonword,752,-1,1,-1,-1,1,-1.3297872340425532,199
S47,WINE,442,high,unrelated,clear,degraded,nonword,551,-1,1,-1,1,1,-1.8148820326678765,202
S47,MIND,444,high,related,clear,degraded,nonword,549,-1,-1,-1,1,1,-1.8214936247723132,204
S47,WOOL,445,low,unrelated,clear,clear,word,683,1,1,-1,-1,-1,-1.4641288433382138,205
S47,CHEAT,446,low,unrelated,degraded,clear,word,634,1,1,1,-1,-1,-1.5772870662460567,206
S47,GARDEN,447,high,unrelated,clear,degraded,word,611,-1,1,-1,1,-1,-1.6366612111292962,207
S47,MORNING,451,high,related,clear,degraded,nonword,530,-1,-1,-1,1,1,-1.8867924528301887,211
S47,HABIT,453,low,unrelated,degraded,clear,nonword,598,1,1,1,-1,1,-1.6722408026755853,213
S47,ENGINE,454,high,unrelated,degraded,degraded,word,533,-1,1,1,1,-1,-1.876172607879925,214
S47,BOARD,455,high,related,clear,degraded,word,536,-1,-1,-1,1,-1,-1.8656716417910448,215
S47,COAT,456,low,unrelated,clear,clear,word,524,1,1,-1,-1,-1,-1.9083969465648856,216
S47,HANDS,459,high,related,clear,clear,nonword,527,-1,-1,-1,-1,1,-1.8975332068311195,219
S47,LIGHT,466,high,related,degraded,clear,nonword,575,-1,-1,1,-1,1,-1.7391304347826086,226
S47,DEFEND,469,low,related,clear,degraded,nonword,689,1,-1,-1,1,1,-1.4513788098693758,229
S47,BLACK,472,high,unrelated,clear,clear,nonword,495,-1,1,-1,-1,1,-2.0202020202020203,232
S47,WRITE,473,high,related,degraded,clear,word,729,-1,-1,1,-1,-1,-1.3717421124828533,233
S47,HEART,474,high,related,clear,degraded,word,516,-1,-1,-1,1,-1,-1.937984496124031,234
S47,STREET,476,high,related,clear,degraded,nonword,561,-1,-1,-1,1,1,-1.7825311942959001,236
S47,OYSTER,477,low,unrelated,degraded,clear,word,648,1,1,1,-1,-1,-1.5432098765432098,237
S47,EARTH,478,high,related,clear,degraded,word,643,-1,-1,-1,1,-1,-1.5552099533437014,238
S48,HANGER,5,low,unrelated,degraded,clear,nonword,819,1,1,1,-1,1,-1.221001221001221,-235
S48,BOAT,6,high,unrelated,degraded,degraded,word,546,-1,1,1,1,-1,-1.8315018315018314,-234
S48,GIVE,10,high,unrelated,degraded,degraded,nonword,626,-1,1,1,1,1,-1.597444089456869,-230
S48,BLACK,12,high,related,clear,clear,nonword,552,-1,-1,-1,-1,1,-1.8115942028985508,-228
S48,SPORT,14,low,unrelated,clear,degraded,nonword,614,1,1,-1,1,1,-1.6286644951140066,-226
S48,PURPLE,22,low,related,degraded,clear,nonword,561,1,-1,1,-1,1,-1.7825311942959001,-218
S48,SNAKE,23,low,unrelated,degraded,degraded,word,553,1,1,1,1,-1,-1.8083182640144666,-217
S48,HARD,25,high,related,clear,degraded,nonword,551,-1,-1,-1,1,1,-1.8148820326678765,-215
S48,TUNE,30,low,related,degraded,degraded,nonword,686,1,-1,1,1,1,-1.4577259475218658,-210
S48,STAMP,32,low,unrelated,degraded,degraded,nonword,692,1,1,1,1,1,-1.4450867052023122,-208
S48,UNCLE,34,high,unrelated,clear,clear,nonword,779,-1,1,-1,-1,1,-1.2836970474967908,-206
S48,FROG,35,low,related,clear,clear,word,911,1,-1,-1,-1,-1,-1.0976948408342482,-205
S48,BLADE,38,low,unrelated,degraded,degraded,word,932,1,1,1,1,-1,-1.0729613733905579,-202
S48,MEAN,40,high,related,clear,degraded,nonword,634,-1,-1,-1,1,1,-1.5772870662460567,-200
S48,POINT,41,high,related,degraded,clear,word,627,-1,-1,1,-1,-1,-1.594896331738437,-199
S48,PRIEST,42,low,related,clear,degraded,word,776,1,-1,-1,1,-1,-1.288659793814433,-198
S48,SHOW,43,high,unrelated,degraded,clear,word,603,-1,1,1,-1,-1,-1.658374792703151,-197
S48,DESTROY,45,high,related,degraded,degraded,nonword,759,-1,-1,1,1,1,-1.3175230566534915,-195
S48,SIGN,50,low,unrelated,clear,degraded,word,496,1,1,-1,1,-1,-2.0161290322580645,-190
S48,DONE,52,high,unrelated,clear,degraded,nonword,497,-1,1,-1,1,1,-2.0120724346076457,-188
S48,SILVER,53,low,related,clear,clear,word,764,1,-1,-1,-1,-1,-1.3089005235602094,-187
S48,SOUR,54,low,unrelated,clear,clear,word,526,1,1,-1,-1,-1,-1.9011406844106464,-186
S48,CANDY,59,low,unrelated,clear,clear,nonword,539,1,1,-1,-1,1,-1.8552875695732838,-181
S48,VEIN,61,low,unrelated,clear,degraded,nonword,570,1,1,-1,1,1,-1.7543859649122806,-179
S48,VISION,62,high,related,clear,clear,word,500,-1,-1,-1,-1,-1,-2,-178
S48,HUNGER,63,low,unrelated,clear,clear,word,498,1,1,-1,-1,-1,-2.0080321285140563,-177
S48,MORNING,64,high,unrelated,degraded,clear,word,481,-1,1,1,-1,-1,-2.079002079002079,-176
S48,IDEA,66,high,related,clear,clear,nonword,1238,-1,-1,-1,-1,1,-0.8077544426494345,-174
S48,SHORT,67,high,unrelated,degraded,clear,word,679,-1,1,1,-1,-1,-1.4727540500736378,-173
S48,GONE,70,high,related,degraded,degraded,nonword,514,-1,-1,1,1,1,-1.9455252918287937,-170
S48,SOUND,72,high,related,clear,degraded,nonword,488,-1,-1,-1,1,1,-2.0491803278688523,-168
S48,HEAD,73,high,related,degraded,clear,word,1204,-1,-1,1,-1,-1,-0.8305647840531561,-167
S48,JACKET,77,low,unrelated,clear,clear,nonword,1202,1,1,-1,-1,1,-0.831946755407654,-163
S48,HURT,78,low,related,clear,clear,word,490,1,-1,-1,-1,-1,-2.0408163265306123,-162
S48,MATH,79,low,related,degraded,clear,word,741,1,-1,1,-1,-1,-1.349527665317139,-161
S48,COAT,83,low,related,clear,degraded,nonword,567,1,-1,-1,1,1,-1.763668430335097,-157
S48,RIBS,85,low,unrelated,degraded,degraded,nonword,602,1,1,1,1,1,-1.6611295681063123,-155
S48,HIDE,86,low,related,degraded,degraded,word,778,1,-1,1,1,-1,-1.2853470437017995,-154
S48,FINAL,87,high,unrelated,clear,degraded,word,512,-1,1,-1,1,-1,-1.953125,-153
S48,EAGLE,88,low,related,clear,clear,word,608,1,-1,-1,-1,-1,-1.644736842105263,-152
S48,MONKEY,89,low,unrelated,clear,clear,word,531,1,1,-1,-1,-1,-1.8832391713747645,-151
S48,GRASS,91,high,unrelated,clear,degraded,nonword,524,-1,1,-1,1,1,-1.9083969465648856,-149
S48,HAND,94,high,related,degraded,clear,nonword,693,-1,-1,1,-1,1,-1.443001443001443,-146
S48,WHITE,101,high,related,clear,degraded,nonword,599,-1,-1,-1,1,1,-1.669449081803005,-139
S48,CIRCLE,102,high,related,degraded,clear,word,551,-1,-1,1,-1,-1,-1.8148820326678765,-138
S48,STICK,103,low,related,clear,degraded,word,495,1,-1,-1,1,-1,-2.0202020202020203,-137
S48,LOUD,104,low,unrelated,clear,clear,word,507,1,1,-1,-1,-1,-1.9723865877712032,-136
S48,PEOPLE,105,high,related,clear,clear,word,472,-1,-1,-1,-1,-1,-2.1186440677966103,-135
S48,BRAVE,107,low,unrelated,clear,clear,nonword,974,1,1,-1,-1,1,-1.0266940451745379,-133
S48,SECOND,108,high,unrelated,clear,clear,word,649,-1,1,-1,-1,-1,-1.5408320493066257,-132
S48,GUILT,110,low,unrelated,clear,clear,nonword,623,1,1,-1,-1,1,-1.6051364365971108,-130
S48,FIGHT,111,high,unrelated,clear,clear,word,628,-1,1,-1,-1,-1,-1.5923566878980893,-129
S48,UGLY,113,low,unrelated,degraded,degraded,nonword,577,1,1,1,1,1,-1.733102253032929,-127
S48,SCENT,114,low,related,degraded,degraded,word,606,1,-1,1,1,-1,-1.6501650165016502,-126
S48,GARDEN,116,high,related,clear,clear,nonword,748,-1,-1,-1,-1,1,-1.3368983957219251,-124
S48,WORD,119,high,related,degraded,clear,nonword,613,-1,-1,1,-1,1,-1.6313213703099512,-121
S48,BALLOON,120,low,related,degraded,degraded,word,696,1,-1,1,1,-1,-1.4367816091954022,-120
S48,BREAD,123,low,unrelated,degraded,degraded,nonword,649,1,1,1,1,1,-1.5408320493066257,-117
S48,EGGS,126,low,related,clear,clear,nonword,714,1,-1,-1,-1,1,-1.4005602240896358,-114
S48,RIGHT,129,high,related,degraded,degraded,word,562,-1,-1,1,1,-1,-1.7793594306049823,-111
S48,FIELD,131,high,unrelated,clear,clear,nonword,452,-1,1,-1,-1,1,-2.2123893805309733,-109
S48,PICK,134,high,unrelated,clear,clear,nonword,709,-1,1,-1,-1,1,-1.4104372355430184,-106
S48,SODA,137,low,unrelated,clear,clear,nonword,531,1,1,-1,-1,1,-1.8832391713747645,-103
S48,HELP,139,high,unrelated,degraded,degraded,nonword,628,-1,1,1,1,1,-1.5923566878980893,-101
S48,MELT,140,low,related,degraded,degraded,word,586,1,-1,1,1,-1,-1.7064846416382253,-100
S48,YEAR,142,high,unrelated,degraded,degraded,nonword,639,-1,1,1,1,1,-1.5649452269170578,-98
S48,CITY,144,high,unrelated,clear,degraded,nonword,563,-1,1,-1,1,1,-1.7761989342806395,-96
S48,BIRD,146,low,related,clear,degraded,nonword,415,1,-1,-1,1,1,-2.4096385542168677,-94
S48,PINT,147,low,related,degraded,clear,word,649,1,-1,1,-1,-1,-1.5408320493066257,-93
S48,READ,150,high,unrelated,degraded,clear,nonword,647,-1,1,1,-1,1,-1.545595054095827,-90
S48,LEAD,152,high,related,degraded,clear,nonword,555,-1,-1,1,-1,1,-1.8018018018018018,-88
S48,PANTS,154,low,related,clear,degraded,nonword,411,1,-1,-1,1,1,-2.4330900243309004,-86
S48,FLOOR,155,high,unrelated,clear,clear,word,406,-1,1,-1,-1,-1,-2.4630541871921183,-85
S48,BEST,156,high,unrelated,clear,clear,word,433,-1,1,-1,-1,-1,-2.3094688221709005,-84
S48,GUILTY,158,low,unrelated,clear,degraded,nonword,565,1,1,-1,1,1,-1.7699115044247788,-82
S48,DOOR,159,high,related,clear,clear,word,655,-1,-1,-1,-1,-1,-1.5267175572519085,-81
S48,LIFE,160,high,related,degraded,clear,word,618,-1,-1,1,-1,-1,-1.6181229773462784,-80
S48,PRESENT,164,high,related,degraded,degraded,nonword,548,-1,-1,1,1,1,-1.8248175182481752,-76
S48,WEIRD,165,low,unrelated,clear,degraded,word,1082,1,1,-1,1,-1,-0.9242144177449169,-75
S48,KING,171,low,unrelated,degraded,clear,nonword,577,1,1,1,-1,1,-1.733102253032929,-69
S48,HOTEL,176,high,related,clear,clear,nonword,681,-1,-1,-1,-1,1,-1.4684287812041117,-64
S48,HEART,177,high,unrelated,degraded,clear,word,520,-1,1,1,-1,-1,-1.9230769230769231,-63
S48,PARTY,178,high,related,degraded,degraded,word,441,-1,-1,1,1,-1,-2.2675736961451247,-62
S48,OVEN,179,low,related,clear,degraded,word,362,1,-1,-1,1,-1,-2.7624309392265194,-61
S48,SWIM,180,low,related,clear,clear,word,362,1,-1,-1,-1,-1,-2.7624309392265194,-60
S48,BANANA,184,low,related,clear,degraded,nonword,590,1,-1,-1,1,1,-1.694915254237288,-56
S48,BOARD,189,high,unrelated,degraded,degraded,word,674,-1,1,1,1,-1,-1.4836795252225519,-51
S48,DARK,190,high,unrelated,degraded,degraded,word,723,-1,1,1,1,-1,-1.3831258644536653,-50
S48,OPEN,194,high,unrelated,clear,clear,word,439,-1,1,-1,-1,-1,-2.277904328018223,-46
S48,PLANT,197,high,related,clear,clear,nonword,778,-1,-1,-1,-1,1,-1.2853470437017995,-43
S48,MAKE,198,high,unrelated,degraded,clear,word,736,-1,1,1,-1,-1,-1.358695652173913,-42
S48,DEFEND,200,low,unrelated,degraded,degraded,nonword,1009,1,1,1,1,1,-0.9910802775024777,-40
S48,CHEAP,202,low,related,clear,clear,nonword,540,1,-1,-1,-1,1,-1.8518518518518519,-38
S48,GAMBLE,205,high,related,degraded,clear,nonword,631,-1,-1,1,-1,1,-1.5847860538827259,-35
S48,TIGER,206,low,unrelated,degraded,degraded,word,720,1,1,1,1,-1,-1.3888888888888888,-34
S48,GLUE,207,low,unrelated,clear,degraded,word,472,1,1,-1,1,-1,-2.1186440677966103,-33
S48,LIQUID,208,high,unrelated,clear,clear,word,449,-1,1,-1,-1,-1,-2.2271714922048997,-32
S48,ENGINE,210,high,related,degraded,degraded,nonword,649,-1,-1,1,1,1,-1.5408320493066257,-30
S48,PULL,212,high,related,degraded,clear,nonword,440,-1,-1,1,-1,1,-2.272727272727273,-28
S48,OCEAN,213,low,unrelated,degraded,degraded,word,599,1,1,1,1,-1,-1.669449081803005,-27
S48,BACK,217,high,related,degraded,degraded,nonword,510,-1,-1,1,1,1,-1.9607843137254901,-23
S48,FORGIVE,218,low,unrelated,clear,degraded,word,429,1,1,-1,1,-1,-2.331002331002331,-22
S48,TEAR,221,low,unrelated,clear,degraded,nonword,595,1,1,-1,1,1,-1.680672268907563,-19
S48,SHIRT,222,low,related,degraded,clear,word,724,1,-1,1,-1,-1,-1.3812154696132597,-18
S48,VAMPIRE,224,low,unrelated,degraded,degraded,nonword,404,1,1,1,1,1,-2.4752475247524752,-16
S48,FEMALE,225,high,related,clear,degraded,word,463,-1,-1,-1,1,-1,-2.159827213822894,-15
S48,WHEN,227,high,related,degraded,clear,nonword,648,-1,-1,1,-1,1,-1.5432098765432098,-13
S48,CAKE,228,low,unrelated,degraded,degraded,word,547,1,1,1,1,-1,-1.8281535648994516,-12
S48,SAND,229,low,unrelated,clear,degraded,word,600,1,1,-1,1,-1,-1.6666666666666667,-11
S48,NUMBER,231,high,related,clear,clear,nonword,822,-1,-1,-1,-1,1,-1.2165450121654502,-9
S48,MOUSE,240,low,unrelated,clear,degraded,nonword,500,1,1,-1,1,1,-2,0
S48,HOME,242,high,related,clear,degraded,nonword,519,-1,-1,-1,1,1,-1.9267822736030829,2
S48,SAME,243,high,related,degraded,clear,word,471,-1,-1,1,-1,-1,-2.1231422505307855,3
S48,WEST,245,high,unrelated,degraded,clear,nonword,497,-1,1,1,-1,1,-2.0120724346076457,5
S48,FATHER,246,high,unrelated,clear,degraded,word,543,-1,1,-1,1,-1,-1.8416206261510129,6
S48,RULER,247,low,related,degraded,clear,word,550,1,-1,1,-1,-1,-1.8181818181818181,7
S48,SHINE,249,low,related,degraded,degraded,nonword,960,1,-1,1,1,1,-1.0416666666666667,9
S48,FRUIT,252,low,unrelated,degraded,clear,nonword,707,1,1,1,-1,1,-1.4144271570014144,12
S48,MAIL,253,low,related,clear,degraded,word,424,1,-1,-1,1,-1,-2.358490566037736,13
S48,STUDY,254,high,unrelated,clear,clear,word,613,-1,1,-1,-1,-1,-1.6313213703099512,14
S48,STORM,256,low,related,clear,degraded,nonword,467,1,-1,-1,1,1,-2.1413276231263385,16
S48,SHOE,259,low,unrelated,clear,degraded,nonword,561,1,1,-1,1,1,-1.7825311942959001,19
S48,NICE,263,low,unrelated,clear,clear,nonword,625,1,1,-1,-1,1,-1.6,23
S48,ROUND,265,low,related,clear,clear,nonword,616,1,-1,-1,-1,1,-1.6233766233766234,25
S48,NIGHT,266,high,unrelated,degraded,clear,word,1003,-1,1,1,-1,-1,-0.9970089730807578,26
S48,CARDS,270,low,related,degraded,clear,nonword,546,1,-1,1,-1,1,-1.8315018315018314,30
S48,HAIR,271,high,related,clear,degraded,word,440,-1,-1,-1,1,-1,-2.272727272727273,31
S48,GLORY,272,low,unrelated,clear,clear,word,569,1,1,-1,-1,-1,-1.757469244288225,32
S48,GIRL,278,high,unrelated,degraded,degraded,nonword,928,-1,1,1,1,1,-1.0775862068965518,38
S48,FRONT,280,high,unrelated,clear,clear,nonword,584,-1,1,-1,-1,1,-1.7123287671232876,40
S48,FISH,281,low,unrelated,degraded,clear,word,1031,1,1,1,-1,-1,-0.9699321047526673,41
S48,CHANGE,283,high,related,degraded,clear,nonword,498,-1,-1,1,-1,1,-2.0080321285140563,43
S48,STONE,284,high,unrelated,clear,degraded,word,960,-1,1,-1,1,-1,-1.0416666666666667,44
S48,JUICE,285,low,related,degraded,clear,word,520,1,-1,1,-1,-1,-1.9230769230769231,45
S48,MIND,288,high,unrelated,degraded,degraded,nonword,627,-1,1,1,1,1,-1.594896331738437,48
S48,CENTER,290,high,related,degraded,clear,nonword,713,-1,-1,1,-1,1,-1.402524544179523,50
S48,BREAK,291,low,related,degraded,degraded,word,448,1,-1,1,1,-1,-2.232142857142857,51
S48,KNOW,293,high,related,degraded,degraded,nonword,671,-1,-1,1,1,1,-1.4903129657228018,53
S48,OYSTER,295,low,related,degraded,clear,nonword,548,1,-1,1,-1,1,-1.8248175182481752,55
S48,SEAT,297,high,related,clear,degraded,nonword,497,-1,-1,-1,1,1,-2.0120724346076457,57
S48,NERVOUS,299,low,related,degraded,degraded,nonword,576,1,-1,1,1,1,-1.7361111111111112,59
S48,SMOKE,300,high,related,degraded,degraded,word,1003,-1,-1,1,1,-1,-0.9970089730807578,60
S48,STICKY,302,low,related,clear,degraded,nonword,607,1,-1,-1,1,1,-1.6474464579901154,62
S48,PUSH,304,low,related,degraded,clear,nonword,504,1,-1,1,-1,1,-1.9841269841269842,64
S48,STRONG,305,high,related,clear,degraded,word,725,-1,-1,-1,1,-1,-1.3793103448275863,65
S48,BEAR,306,high,unrelated,degraded,clear,word,560,-1,1,1,-1,-1,-1.7857142857142858,66
S48,BELL,310,low,related,degraded,clear,nonword,547,1,-1,1,-1,1,-1.8281535648994516,70
S48,FINGER,311,high,unrelated,degraded,degraded,word,552,-1,1,1,1,-1,-1.8115942028985508,71
S48,ANSWER,313,high,unrelated,degraded,clear,nonword,566,-1,1,1,-1,1,-1.7667844522968197,73
S48,FACE,316,high,related,clear,clear,nonword,502,-1,-1,-1,-1,1,-1.9920318725099602,76
S48,SCARE,318,low,unrelated,degraded,degraded,nonword,594,1,1,1,1,1,-1.6835016835016836,78
S48,BLUE,319,high,related,degraded,degraded,word,514,-1,-1,1,1,-1,-1.9455252918287937,79
S48,CORN,320,low,related,clear,degraded,word,482,1,-1,-1,1,-1,-2.074688796680498,80
S48,ORANGE,321,low,related,degraded,clear,word,602,1,-1,1,-1,-1,-1.6611295681063123,81
S48,FLOWER,324,low,related,degraded,degraded,nonword,502,1,-1,1,1,1,-1.9920318725099602,84
S48,HORSE,325,high,related,degraded,degraded,word,868,-1,-1,1,1,-1,-1.152073732718894,85
S48,PUPPY,327,low,related,degraded,degraded,nonword,802,1,-1,1,1,1,-1.2468827930174564,87
S48,LIGHT,328,high,unrelated,clear,degraded,word,1242,-1,1,-1,1,-1,-0.8051529790660226,88
S48,HINT,330,low,unrelated,clear,degraded,nonword,489,1,1,-1,1,1,-2.044989775051125,90
S48,GARBAGE,331,low,unrelated,clear,clear,word,531,1,1,-1,-1,-1,-1.8832391713747645,91
S48,BUNNY,332,low,related,clear,clear,word,662,1,-1,-1,-1,-1,-1.5105740181268883,92
S48,PEACE,336,high,unrelated,clear,degraded,nonword,556,-1,1,-1,1,1,-1.7985611510791366,96
S48,WEIGHT,338,low,unrelated,degraded,clear,word,641,1,1,1,-1,-1,-1.5600624024960998,98
S48,NURSE,343,low,related,clear,degraded,nonword,608,1,-1,-1,1,1,-1.644736842105263,103
S48,FIRE,344,high,related,clear,clear,word,802,-1,-1,-1,-1,-1,-1.2468827930174564,104
S48,FRIEND,346,high,unrelated,degraded,clear,nonword,571,-1,1,1,-1,1,-1.7513134851138354,106
S48,CASE,348,high,related,degraded,degraded,nonword,481,-1,-1,1,1,1,-2.079002079002079,108
S48,THINK,349,high,related,clear,degraded,word,473,-1,-1,-1,1,-1,-2.1141649048625792,109
S48,SKIN,350,low,unrelated,degraded,clear,word,467,1,1,1,-1,-1,-2.1413276231263385,110
S48,TELL,352,high,unrelated,clear,degraded,nonword,559,-1,1,-1,1,1,-1.7889087656529516,112
S48,MOUTH,354,high,unrelated,degraded,clear,nonword,695,-1,1,1,-1,1,-1.4388489208633093,114
S48,POLICE,360,high,related,clear,clear,nonword,528,-1,-1,-1,-1,1,-1.893939393939394,120
S48,COST,361,high,unrelated,clear,clear,word,498,-1,1,-1,-1,-1,-2.0080321285140563,121
S48,ROCKET,362,low,related,degraded,clear,word,672,1,-1,1,-1,-1,-1.4880952380952381,122
S48,REEF,369,low,related,clear,clear,nonword,469,1,-1,-1,-1,1,-2.1321961620469083,129
S48,HABIT,371,low,related,degraded,clear,nonword,774,1,-1,1,-1,1,-1.2919896640826873,131
S48,CRASH,374,low,related,degraded,degraded,nonword,637,1,-1,1,1,1,-1.5698587127158556,134
S48,RIDE,375,high,unrelated,clear,degraded,word,630,-1,1,-1,1,-1,-1.5873015873015872,135
S48,ACHE,376,low,unrelated,degraded,clear,word,716,1,1,1,-1,-1,-1.3966480446927374,136
S48,HOSTAGE,377,low,unrelated,degraded,degraded,word,867,1,1,1,1,-1,-1.1534025374855825,137
S48,PLANE,378,high,unrelated,degraded,degraded,word,537,-1,1,1,1,-1,-1.86219739292365,138
S48,EARTH,380,high,unrelated,degraded,clear,nonword,561,-1,1,1,-1,1,-1.7825311942959001,140
S48,WITCH,382,low,related,degraded,clear,nonword,731,1,-1,1,-1,1,-1.3679890560875514,142
S48,CARE,384,high,unrelated,clear,degraded,nonword,863,-1,1,-1,1,1,-1.1587485515643106,144
S48,GOAL,387,low,unrelated,clear,clear,nonword,578,1,1,-1,-1,1,-1.7301038062283738,147
S48,FRIGHT,388,low,related,clear,clear,word,702,1,-1,-1,-1,-1,-1.4245014245014245,148
S48,SORRY,389,high,related,clear,clear,word,501,-1,-1,-1,-1,-1,-1.996007984031936,149
S48,COUNTRY,391,high,unrelated,clear,degraded,nonword,640,-1,1,-1,1,1,-1.5625,151
S48,STREET,392,high,unrelated,degraded,clear,word,600,-1,1,1,-1,-1,-1.6666666666666667,152
S48,PLAY,399,high,related,degraded,clear,nonword,618,-1,-1,1,-1,1,-1.6181229773462784,159
S48,JAIL,400,low,unrelated,clear,degraded,word,640,1,1,-1,1,-1,-1.5625,160
S48,TRAIN,402,low,related,clear,clear,nonword,523,1,-1,-1,-1,1,-1.9120458891013383,162
S48,STOP,409,high,related,clear,clear,nonword,1824,-1,-1,-1,-1,1,-0.5482456140350878,169
S48,WATER,410,high,unrelated,clear,clear,word,631,-1,1,-1,-1,-1,-1.5847860538827259,170
S48,WASH,411,low,unrelated,clear,clear,word,1278,1,1,-1,-1,-1,-0.7824726134585289,171
S48,SEAFOOD,413,low,unrelated,degraded,clear,nonword,516,1,1,1,-1,1,-1.937984496124031,173
S48,BATH,415,low,related,clear,clear,nonword,665,1,-1,-1,-1,1,-1.5037593984962405,175
S48,LIKE,422,high,unrelated,clear,degraded,nonword,725,-1,1,-1,1,1,-1.3793103448275863,182
S48,HANDS,423,high,unrelated,degraded,clear,word,848,-1,1,1,-1,-1,-1.179245283018868,183
S48,SMART,426,low,related,clear,clear,nonword,558,1,-1,-1,-1,1,-1.7921146953405018,186
S48,ARMY,427,high,unrelated,degraded,clear,word,1191,-1,1,1,-1,-1,-0.8396305625524769,187
S48,CHEAT,428,low,related,degraded,degraded,word,1022,1,-1,1,1,-1,-0.9784735812133072,188
S48,WINE,430,high,related,clear,degraded,nonword,770,-1,-1,-1,1,1,-1.2987012987012987,190
