subject,item,condition,region,answer,RT
6,2,h,1,-,442
6,2,h,2,-,615
6,2,h,3,-,759
6,2,h,4,-,378
6,2,h,5,-,330
6,2,h,6,-,382
6,2,h,7,-,381
6,2,h,8,-,3034
6,2,h,?,1,1330
6,20,b,0,-,414
6,20,b,1,-,364
6,20,b,2,-,290
6,20,b,3,-,388
6,20,b,4,-,571
6,20,b,5,-,412
6,20,b,6,-,480
6,20,b,7,-,469
6,20,b,8,-,361
6,20,b,?,1,4371
6,18,h,0,-,307
6,18,h,1,-,275
6,18,h,2,-,263
6,18,h,3,-,275
6,18,h,4,-,1414
6,18,h,5,-,333
6,18,h,6,-,275
6,18,h,7,-,386
6,18,h,8,-,5599
6,18,h,?,1,2268
6,13,a,0,-,307
6,13,a,1,-,341
6,13,a,2,-,348
6,13,a,3,-,518
6,13,a,4,-,313
6,13,a,5,-,394
6,13,a,6,-,365
6,13,a,7,-,336
6,13,a,8,-,585
6,13,a,?,1,1993
6,11,g,0,-,322
6,11,g,1,-,289
6,11,g,2,-,299
6,11,g,3,-,302
6,11,g,4,-,381
6,11,g,5,-,329
6,11,g,6,-,366
6,11,g,7,-,387
6,11,g,8,-,3051
6,11,g,?,1,1895
6,7,d,0,-,300
6,7,d,1,-,280
6,7,d,2,-,317
6,7,d,3,-,329
6,7,d,4,-,394
6,7,d,5,-,427
6,7,d,6,-,520
6,7,d,7,-,857
6,7,d,8,-,1036
6,7,d,?,1,955
6,6,c,0,-,605
6,6,c,1,-,413
6,6,c,2,-,309
6,6,c,3,-,3229
6,6,c,4,-,391
6,6,c,5,-,277
6,6,c,6,-,330
6,6,c,7,-,316
6,6,c,8,-,454
6,6,c,?,1,1719
6,14,c,0,-,290
6,14,c,1,-,283
6,14,c,2,-,316
6,14,c,3,-,300
6,14,c,4,-,356
6,14,c,5,-,360
6,14,c,6,-,435
6,14,c,7,-,416
6,14,c,8,-,1769
6,14,c,?,1,4664
6,17,f,0,-,278
6,17,f,1,-,227
6,17,f,2,-,269
6,17,f,3,-,299
6,17,f,4,-,342
6,17,f,5,-,330
6,17,f,6,-,551
6,17,f,7,-,474
6,17,f,8,-,3915
6,17,f,?,1,1355
6,15,d,0,-,256
6,15,d,1,-,258
6,15,d,2,-,278
6,15,d,3,-,274
6,15,d,4,-,322
6,15,d,5,-,350
6,15,d,6,-,367
6,15,d,7,-,474
6,15,d,8,-,566
6,15,d,?,1,1248
6,5,a,0,-,322
6,5,a,1,-,188
6,5,a,2,-,224
6,5,a,3,-,221
6,5,a,4,-,476
6,5,a,5,-,401
6,5,a,6,-,378
6,5,a,7,-,338
6,5,a,8,-,1356
6,5,a,?,1,3222
6,4,b,0,-,286
6,4,b,1,-,279
6,4,b,2,-,352
6,4,b,3,-,235
6,4,b,4,-,319
6,4,b,5,-,285
6,4,b,6,-,318
6,4,b,7,-,296
6,4,b,8,-,350
6,4,b,?,1,1490
6,19,g,0,-,204
6,19,g,1,-,271
6,19,g,2,-,292
6,19,g,3,-,345
6,19,g,4,-,327
6,19,g,5,-,391
6,19,g,6,-,387
6,19,g,7,-,436
6,19,g,8,-,1252
6,19,g,?,1,1139
6,16,e,0,-,252
6,16,e,1,-,259
6,16,e,2,-,256
6,16,e,3,-,271
6,16,e,4,-,436
6,16,e,5,-,398
6,16,e,6,-,299
6,16,e,7,-,304
6,16,e,8,-,342
6,16,e,?,0,3068
6,9,f,0,-,1197
6,9,f,1,-,431
6,9,f,2,-,421
6,9,f,3,-,523
6,9,f,4,-,839
6,9,f,5,-,641
6,9,f,6,-,478
6,9,f,7,-,572
6,9,f,8,-,624
6,9,f,?,1,875
6,8,e,0,-,224
6,8,e,1,-,239
6,8,e,2,-,221
6,8,e,3,-,232
6,8,e,4,-,239
6,8,e,5,-,266
6,8,e,6,-,286
6,8,e,7,-,262
6,8,e,8,-,357
6,8,e,?,1,1046
7,12,a,0,-,995
7,12,a,1,-,1328
7,12,a,2,-,1088
7,12,a,3,-,1263
7,12,a,4,-,1004
7,12,a,5,-,694
7,12,a,6,-,566
7,12,a,7,-,1059
7,12,a,8,-,2988
7,12,a,?,1,2575
7,8,f,0,-,649
7,8,f,1,-,951
7,8,f,2,-,717
7,8,f,3,-,1509
7,8,f,4,-,1061
7,8,f,5,-,649
7,8,f,6,-,500
7,8,f,7,-,844
7,8,f,8,-,1103
7,8,f,?,1,1605
7,7,e,0,-,619
7,7,e,1,-,687
7,7,e,2,-,668
7,7,e,3,-,814
7,7,e,4,-,487
7,7,e,5,-,434
7,7,e,6,-,550
7,7,e,7,-,1240
7,7,e,8,-,756
7,7,e,?,1,1458
7,21,c,0,-,1457
7,21,c,1,-,712
7,21,c,2,-,1175
7,21,c,3,-,1392
7,21,c,4,-,456
7,21,c,5,-,357
7,21,c,6,-,486
7,21,c,7,-,498
7,21,c,8,-,829
7,21,c,?,1,1446
7,2,g,0,-,4106
7,2,g,1,-,415
7,2,g,2,-,755
7,2,g,3,-,2419
7,2,g,4,-,353
7,2,g,5,-,400
7,2,g,6,-,356
7,2,g,7,-,423
7,2,g,8,-,2686
7,2,g,?,1,1548
7,10,g,0,-,673
7,10,g,1,-,860
7,10,g,2,-,580
7,10,g,3,-,2210
7,10,g,4,-,872
7,10,g,5,-,466
7,10,g,6,-,1215
7,10,g,7,-,1437
7,10,g,8,-,735
7,10,g,?,1,2225
7,16,f,0,-,525
7,16,f,1,-,642
7,16,f,2,-,984
7,16,f,3,-,785
7,16,f,4,-,523
7,16,f,5,-,421
7,16,f,6,-,656
7,16,f,7,-,1462
7,16,f,8,-,520
7,16,f,?,1,1915
7,4,a,0,-,570
7,4,a,1,-,976
7,4,a,2,-,739
7,4,a,3,-,2963
7,4,a,4,-,366
7,4,a,5,-,403
7,4,a,6,-,382
7,4,a,7,-,1312
7,4,a,8,-,725
7,4,a,?,1,2053
7,6,d,0,-,706
7,6,d,1,-,602
7,6,d,2,-,953
7,6,d,3,-,1934
7,6,d,4,-,481
7,6,d,5,-,359
7,6,d,6,-,532
7,6,d,7,-,1602
7,6,d,8,-,712
7,6,d,?,1,3035
7,20,a,0,-,575
7,20,a,1,-,382
7,20,a,2,-,444
7,20,a,3,-,1280
7,20,a,4,-,460
7,20,a,5,-,320
7,20,a,6,-,328
7,20,a,7,-,282
7,20,a,8,-,1298
7,20,a,?,1,1803
7,13,c,0,-,610
7,13,c,1,-,557
7,13,c,2,-,606
7,13,c,3,-,2039
7,13,c,4,-,527
7,13,c,5,-,440
7,13,c,6,-,699
7,13,c,7,-,2430
7,13,c,8,-,616
7,13,c,?,1,1308
7,19,b,0,-,595
7,19,b,1,-,677
7,19,b,2,-,585
7,19,b,3,-,1425
7,19,b,4,-,1003
7,19,b,5,-,518
7,19,b,6,-,915
7,19,b,7,-,426
7,19,b,8,-,606
7,19,b,?,1,837
7,9,h,0,-,456
7,9,h,1,-,450
7,9,h,2,-,505
7,9,h,3,-,2157
7,9,h,4,-,424
7,9,h,5,-,383
7,9,h,6,-,366
7,9,h,7,-,478
7,9,h,8,-,1766
7,9,h,?,1,1344
7,11,b,0,-,547
7,11,b,1,-,790
7,11,b,2,-,543
7,11,b,3,-,1067
7,11,b,4,-,449
7,11,b,5,-,763
7,11,b,6,-,514
7,11,b,7,-,423
7,11,b,8,-,477
7,11,b,?,1,1514
7,15,e,0,-,585
7,15,e,1,-,662
7,15,e,2,-,662
7,15,e,3,-,2822
7,15,e,4,-,1083
7,15,e,5,-,1488
7,15,e,6,-,622
7,15,e,7,-,849
7,15,e,8,-,487
7,15,e,?,1,1498
7,5,c,0,-,903
7,5,c,1,-,867
7,5,c,2,-,793
7,5,c,3,-,1428
7,5,c,4,-,594
7,5,c,5,-,484
7,5,c,6,-,483
7,5,c,7,-,1686
7,5,c,8,-,586
7,5,c,?,1,1676
7,18,g,0,-,516
7,18,g,1,-,386
7,18,g,2,-,402
7,18,g,3,-,2889
7,18,g,4,-,361
7,18,g,5,-,917
7,18,g,6,-,322
7,18,g,7,-,1818
7,18,g,8,-,535
7,18,g,?,1,1801
7,14,d,0,-,597
7,14,d,1,-,651
7,14,d,2,-,608
7,14,d,3,-,806
7,14,d,4,-,542
7,14,d,5,-,596
7,14,d,6,-,639
7,14,d,7,-,1246
7,14,d,8,-,404
7,14,d,?,1,1786
7,17,h,0,-,356
7,17,h,1,-,296
7,17,h,2,-,214
7,17,h,3,-,2321
7,17,h,4,-,445
7,17,h,5,-,390
7,17,h,6,-,343
7,17,h,7,-,1354
7,17,h,8,-,785
7,17,h,?,1,3202
7,1,h,0,-,490
7,1,h,1,-,485
7,1,h,2,-,1257
7,1,h,3,-,2055
7,1,h,4,-,397
7,1,h,5,-,422
7,1,h,6,-,398
7,1,h,7,-,592
7,1,h,8,-,1773
7,1,h,?,1,876
8,14,e,0,-,484
8,14,e,1,-,568
8,14,e,2,-,1173
8,14,e,3,-,946
8,14,e,4,-,516
8,14,e,5,-,410
8,14,e,6,-,431
8,14,e,7,-,778
8,14,e,8,-,788
8,14,e,?,1,5416
8,6,e,0,-,482
8,6,e,1,-,542
8,6,e,2,-,494
8,6,e,3,-,470
8,6,e,4,-,788
8,6,e,5,-,321
8,6,e,6,-,339
8,6,e,7,-,393
8,6,e,8,-,560
8,6,e,?,1,4001
8,5,d,0,-,462
8,5,d,1,-,393
8,5,d,2,-,583
8,5,d,3,-,655
8,5,d,4,-,403
8,5,d,5,-,397
8,5,d,6,-,593
8,5,d,7,-,421
8,5,d,8,-,682
8,5,d,?,1,1668
8,15,f,0,-,432
8,15,f,1,-,429
8,15,f,2,-,609
8,15,f,3,-,822
8,15,f,4,-,459
8,15,f,5,-,356
8,15,f,6,-,379
8,15,f,7,-,445
8,15,f,8,-,636
8,15,f,?,1,1706
8,17,g,0,-,445
8,17,g,1,-,484
8,17,g,2,-,431
8,17,g,3,-,318
8,17,g,4,-,1079
8,17,g,5,-,397
8,17,g,6,-,382
8,17,g,7,-,1039
8,17,g,8,-,648
8,17,g,?,1,7141
8,16,h,0,-,585
8,16,h,1,-,729
8,16,h,2,-,398
8,16,h,3,-,263
8,16,h,4,-,551
8,16,h,5,-,784
8,16,h,6,-,506
8,16,h,7,-,836
8,16,h,8,-,669
8,16,h,?,1,1538
8,3,a,0,-,514
8,3,a,1,-,443
8,3,a,2,-,341
8,3,a,3,-,603
8,3,a,4,-,388
8,3,a,5,-,268
8,3,a,6,-,175
8,3,a,7,-,578
8,3,a,8,-,661
8,3,a,?,1,1557
8,7,f,0,-,901
8,7,f,1,-,452
8,7,f,2,-,307
8,7,f,3,-,350
8,7,f,4,-,509
8,7,f,5,-,272
8,7,f,6,-,1199
8,7,f,7,-,372
8,7,f,8,-,714
8,7,f,?,1,2093
8,2,b,0,-,959
8,2,b,1,-,632
8,2,b,2,-,1191
8,2,b,3,-,990
8,2,b,4,-,469
8,2,b,5,-,486
8,2,b,6,-,667
8,2,b,7,-,287
8,2,b,8,-,526
8,2,b,?,1,2113
8,19,a,0,-,435
8,19,a,1,-,369
8,19,a,2,-,326
8,19,a,3,-,383
8,19,a,4,-,1828
8,19,a,5,-,1172
8,19,a,6,-,1152
8,19,a,7,-,484
8,19,a,8,-,561
8,19,a,?,1,1668
8,9,g,0,-,632
8,9,g,1,-,577
8,9,g,2,-,470
8,9,g,3,-,693
8,9,g,4,-,597
8,9,g,5,-,284
8,9,g,6,-,379
8,9,g,7,-,196
8,9,g,8,-,3379
8,9,g,?,1,1484
8,20,c,0,-,598
8,20,c,1,-,511
8,20,c,2,-,418
8,20,c,3,-,567
8,20,c,4,-,443
8,20,c,5,-,366
8,20,c,6,-,257
8,20,c,7,-,1703
8,20,c,8,-,642
8,20,c,?,1,1955
8,12,c,0,-,547
8,12,c,1,-,416
8,12,c,2,-,420
8,12,c,3,-,659
8,12,c,4,-,959
8,12,c,5,-,389
8,12,c,6,-,265
8,12,c,7,-,407
8,12,c,8,-,272
8,12,c,?,1,4124
8,8,h,0,-,884
8,8,h,1,-,417
8,8,h,2,-,419
8,8,h,3,-,349
8,8,h,4,-,453
8,8,h,5,-,278
8,8,h,6,-,259
8,8,h,7,-,451
8,8,h,8,-,612
8,8,h,?,1,1370
8,11,a,0,-,1354
8,11,a,1,-,409
8,11,a,2,-,340
8,11,a,3,-,874
8,11,a,4,-,459
8,11,a,5,-,268
8,11,a,6,-,247
8,11,a,7,-,770
8,11,a,8,-,477
8,11,a,?,1,7003
8,10,b,0,-,455
8,10,b,1,-,357
8,10,b,2,-,347
8,10,b,3,-,1013
8,10,b,4,-,581
8,10,b,5,-,298
8,10,b,6,-,298
8,10,b,7,-,370
8,10,b,8,-,936
8,10,b,?,1,1889
8,13,d,0,-,694
8,13,d,1,-,470
8,13,d,2,-,458
8,13,d,3,-,374
8,13,d,4,-,506
8,13,d,5,-,317
8,13,d,6,-,485
8,13,d,7,-,268
8,13,d,8,-,449
8,13,d,?,1,1714
8,21,d,0,-,456
8,21,d,1,-,395
8,21,d,2,-,421
8,21,d,3,-,283
8,21,d,4,-,554
8,21,d,5,-,305
8,21,d,6,-,255
8,21,d,7,-,269
8,21,d,8,-,924
8,21,d,?,1,2216
8,4,c,0,-,1113
8,4,c,1,-,1449
8,4,c,2,-,540
8,4,c,3,-,613
8,4,c,4,-,2142
8,4,c,5,-,365
8,4,c,6,-,467
8,4,c,7,-,284
8,4,c,8,-,260
8,4,c,?,1,2811
8,18,b,0,-,809
8,18,b,1,-,473
8,18,b,2,-,369
8,18,b,3,-,359
8,18,b,4,-,716
8,18,b,5,-,376
8,18,b,6,-,259
8,18,b,7,-,701
8,18,b,8,-,730
8,18,b,?,0,2311
8,1,g,0,-,351
8,1,g,1,-,384
8,1,g,2,-,505
8,1,g,3,-,2925
8,1,g,4,-,497
8,1,g,5,-,486
8,1,g,6,-,255
8,1,g,7,-,270
8,1,g,8,-,596
8,1,g,?,1,1500
9,21,e,0,-,813
9,21,e,1,-,996
9,21,e,2,-,1061
9,21,e,3,-,1480
9,21,e,4,-,710
9,21,e,5,-,806
9,21,e,6,-,1082
9,21,e,7,-,855
9,21,e,8,-,1082
9,21,e,?,1,1659
9,20,d,0,-,712
9,20,d,1,-,671
9,20,d,2,-,1099
9,20,d,3,-,1832
9,20,d,4,-,421
9,20,d,5,-,432
9,20,d,6,-,863
9,20,d,7,-,1065
9,20,d,8,-,661
9,20,d,?,1,1444
9,4,d,0,-,447
9,4,d,1,-,750
9,4,d,2,-,860
9,4,d,3,-,677
9,4,d,4,-,544
9,4,d,5,-,653
9,4,d,6,-,488
9,4,d,7,-,1261
9,4,d,8,-,1343
9,4,d,?,1,1741
9,1,b,0,-,820
9,1,b,1,-,899
9,1,b,2,-,823
9,1,b,3,-,1629
9,1,b,4,-,533
9,1,b,5,-,477
9,1,b,6,-,551
9,1,b,7,-,522
9,1,b,8,-,674
9,1,b,?,1,2204
9,14,f,0,-,776
9,14,f,1,-,405
9,14,f,2,-,463
9,14,f,3,-,632
9,14,f,4,-,589
9,14,f,5,-,587
9,14,f,6,-,1051
9,14,f,7,-,575
9,14,f,8,-,777
9,14,f,?,1,2969
9,2,a,0,-,583
9,2,a,1,-,819
9,2,a,2,-,674
9,2,a,3,-,846
9,2,a,4,-,428
9,2,a,5,-,798
9,2,a,6,-,596
9,2,a,7,-,548
9,2,a,8,-,592
9,2,a,?,1,1599
9,8,g,0,-,607
9,8,g,1,-,579
9,8,g,2,-,539
9,8,g,3,-,572
9,8,g,4,-,806
9,8,g,5,-,591
9,8,g,6,-,578
9,8,g,7,-,915
9,8,g,8,-,2992
9,8,g,?,1,1777
9,10,a,0,-,633
9,10,a,1,-,558
9,10,a,2,-,593
9,10,a,3,-,559
9,10,a,4,-,554
9,10,a,5,-,542
9,10,a,6,-,485
9,10,a,7,-,493
9,10,a,8,-,568
9,10,a,?,1,1815
9,6,f,0,-,667
9,6,f,1,-,1136
9,6,f,2,-,784
9,6,f,3,-,1529
9,6,f,4,-,592
9,6,f,5,-,972
9,6,f,6,-,1070
9,6,f,7,-,1961
9,6,f,8,-,675
9,6,f,?,1,2099
9,3,c,0,-,532
9,3,c,1,-,563
9,3,c,2,-,550
9,3,c,3,-,974
9,3,c,4,-,794
9,3,c,5,-,730
9,3,c,6,-,1502
9,3,c,7,-,1926
9,3,c,8,-,2737
9,3,c,?,1,3119
9,16,g,0,-,790
9,16,g,1,-,529
9,16,g,2,-,628
9,16,g,3,-,1270
9,16,g,4,-,604
9,16,g,5,-,600
9,16,g,6,-,919
9,16,g,7,-,2277
9,16,g,8,-,808
9,16,g,?,1,2042
9,5,e,0,-,450
9,5,e,1,-,408
9,5,e,2,-,440
9,5,e,3,-,621
9,5,e,4,-,574
9,5,e,5,-,534
9,5,e,6,-,502
9,5,e,7,-,483
9,5,e,8,-,908
9,5,e,?,1,1137
9,15,h,0,-,428
9,15,h,1,-,389
9,15,h,2,-,702
9,15,h,3,-,549
9,15,h,4,-,1204
9,15,h,5,-,346
9,15,h,6,-,445
9,15,h,7,-,414
9,15,h,8,-,845
9,15,h,?,1,1429
9,17,b,0,-,438
9,17,b,1,-,418
9,17,b,2,-,384
9,17,b,3,-,377
9,17,b,4,-,484
9,17,b,5,-,380
9,17,b,6,-,528
9,17,b,7,-,621
9,17,b,8,-,841
9,17,b,?,1,21526
9,18,a,0,-,427
9,18,a,1,-,407
9,18,a,2,-,405
9,18,a,3,-,873
9,18,a,4,-,487
9,18,a,5,-,402
9,18,a,6,-,389
9,18,a,7,-,466
9,18,a,8,-,855
9,18,a,?,1,1664
9,12,d,0,-,467
9,12,d,1,-,641
9,12,d,2,-,923
9,12,d,3,-,672
9,12,d,4,-,1616
9,12,d,5,-,1484
9,12,d,6,-,1010
9,12,d,7,-,1543
9,12,d,8,-,540
9,12,d,?,1,1318
9,11,c,0,-,498
9,11,c,1,-,453
9,11,c,2,-,485
9,11,c,3,-,781
9,11,c,4,-,789
9,11,c,5,-,827
9,11,c,6,-,581
9,11,c,7,-,714
9,11,c,8,-,2924
9,11,c,?,1,991
9,19,c,0,-,489
9,19,c,1,-,536
9,19,c,2,-,473
9,19,c,3,-,711
9,19,c,4,-,430
9,19,c,5,-,456
9,19,c,6,-,479
9,19,c,7,-,547
9,19,c,8,-,934
9,19,c,?,1,1501
9,7,h,0,-,464
9,7,h,1,-,514
9,7,h,2,-,550
9,7,h,3,-,669
9,7,h,4,-,763
9,7,h,5,-,626
9,7,h,6,-,1054
9,7,h,7,-,1197
9,7,h,8,-,625
9,7,h,?,1,1333
9,13,e,0,-,440
9,13,e,1,-,447
9,13,e,2,-,519
9,13,e,3,-,1318
9,13,e,4,-,516
9,13,e,5,-,481
9,13,e,6,-,555
9,13,e,7,-,2535
9,13,e,8,-,512
9,13,e,?,1,1059
9,9,b,0,-,446
9,9,b,1,-,396
9,9,b,2,-,624
9,9,b,3,-,430
9,9,b,4,-,1007
9,9,b,5,-,497
9,9,b,6,-,753
9,9,b,7,-,636
9,9,b,8,-,584
9,9,b,?,1,1029
